Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Amazon,2021-08-10,Midwest,Ohio,Columbus,Women's Street Footwear,55.00000000000001,575,316250.00000000006,126500.00000000003,0.4,Online
Amazon,2021-08-10,Midwest,Ohio,Columbus,Women's Athletic Footwear,45.0,525,236250.0,94500.0,0.4,Online
Amazon,2021-08-10,Midwest,Ohio,Columbus,Men's Apparel,55.00000000000001,500,275000.00000000006,96250.00000000001,0.35,Online
Amazon,2021-08-10,Midwest,Ohio,Columbus,Women's Apparel,60.00000000000001,675,405000.00000000006,202500.00000000003,0.5,Online
Amazon,2021-09-09,Midwest,Ohio,Columbus,Men's Street Footwear,55.00000000000001,775,426250.00000000006,170500.00000000003,0.4,Online
Amazon,2021-09-09,Midwest,Ohio,Columbus,Men's Athletic Footwear,50.000000000000014,575,287500.00000000006,100625.00000000001,0.35,Online
Amazon,2021-09-09,Midwest,Ohio,Columbus,Women's Street Footwear,25.000000000000007,475,118750.00000000003,47500.000000000015,0.4,Online
Amazon,2021-09-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,25.000000000000007,450,112500.00000000003,45000.000000000015,0.4,Online
Amazon,2021-09-09,Midwest,Ohio,Columbus,Men's Apparel,35.0,450,157500.0,55125.0,0.35,Online
Amazon,2021-09-09,Midwest,Ohio,Columbus,Women's Apparel,40.00000000000001,550,220000.00000000003,110000.00000000001,0.5,Online
Amazon,2021-10-11,Midwest,Ohio,Columbus,Men's Street Footwear,40.00000000000001,725,290000.00000000006,116000.00000000003,0.4,Online
Amazon,2021-10-11,Midwest,Ohio,Columbus,Men's Athletic Footwear,30.00000000000001,550,165000.00000000006,57750.000000000015,0.35,Online
Amazon,2021-10-11,Midwest,Ohio,Columbus,Women's Street Footwear,30.00000000000001,425,127500.00000000004,51000.00000000002,0.4,Online
Amazon,2021-10-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,30.00000000000001,400,120000.00000000004,48000.00000000002,0.4,Online
Amazon,2021-10-11,Midwest,Ohio,Columbus,Men's Apparel,40.00000000000001,400,160000.00000000003,56000.00000000001,0.35,Online
Amazon,2021-10-11,Midwest,Ohio,Columbus,Women's Apparel,40.0,525,210000.0,105000.0,0.5,Online
Amazon,2021-11-10,Midwest,Ohio,Columbus,Men's Street Footwear,35.00000000000001,675,236250.00000000006,94500.00000000003,0.4,Online
Amazon,2021-11-10,Midwest,Ohio,Columbus,Men's Athletic Footwear,25.00000000000001,500,125000.00000000006,43750.000000000015,0.35,Online
Amazon,2021-11-10,Midwest,Ohio,Columbus,Women's Street Footwear,35.000000000000014,445,155750.00000000006,62300.00000000003,0.4,Online
Amazon,2021-11-10,Midwest,Ohio,Columbus,Women's Athletic Footwear,65.00000000000003,500,325000.0000000001,130000.00000000006,0.4,Online
Amazon,2021-11-10,Midwest,Ohio,Columbus,Men's Apparel,80.00000000000001,475,380000.00000000006,133000.0,0.35,Online
Amazon,2021-11-10,Midwest,Ohio,Columbus,Women's Apparel,80.0,575,460000.0,230000.0,0.5,Online
Amazon,2021-12-09,Midwest,Ohio,Columbus,Men's Street Footwear,75.00000000000001,825,618750.0000000001,247500.00000000006,0.4,Online
Amazon,2021-12-09,Midwest,Ohio,Columbus,Men's Athletic Footwear,65.00000000000001,625,406250.0000000001,142187.50000000003,0.35,Online
West Gear,2021-12-09,Midwest,Ohio,Columbus,Women's Street Footwear,65.00000000000001,575,373750.00000000006,149500.00000000003,0.4,Online
West Gear,2021-12-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,65.00000000000001,525,341250.00000000006,136500.00000000003,0.4,Online
West Gear,2021-12-09,Midwest,Ohio,Columbus,Men's Apparel,75.00000000000001,525,393750.00000000006,137812.5,0.35,Online
West Gear,2021-12-09,Midwest,Ohio,Columbus,Women's Apparel,80.0,625,500000.0,250000.0,0.5,Online
Amazon,2021-01-22,Midwest,Ohio,Columbus,Men's Street Footwear,40.0,500,200000.0,80000.0,0.4,Online
Amazon,2021-01-22,Midwest,Ohio,Columbus,Men's Athletic Footwear,40.0,300,120000.0,42000.0,0.35,Online
Amazon,2021-01-22,Midwest,Ohio,Columbus,Women's Street Footwear,30.000000000000004,300,90000.00000000001,36000.00000000001,0.4,Online
Amazon,2021-01-22,Midwest,Ohio,Columbus,Women's Athletic Footwear,35.0,150,52500.0,21000.0,0.4,Online
Amazon,2021-01-22,Midwest,Ohio,Columbus,Men's Apparel,49.99999999999999,200,99999.99999999999,34999.99999999999,0.35,Online
Amazon,2021-01-22,Midwest,Ohio,Columbus,Women's Apparel,40.0,300,120000.0,48000.0,0.4,Online
Amazon,2021-02-22,Midwest,Ohio,Columbus,Men's Street Footwear,40.0,550,220000.0,88000.0,0.4,Online
Amazon,2021-02-22,Midwest,Ohio,Columbus,Men's Athletic Footwear,40.0,200,80000.0,28000.0,0.35,Online
Amazon,2021-02-22,Midwest,Ohio,Columbus,Women's Street Footwear,30.000000000000004,250,75000.00000000001,30000.000000000007,0.4,Online
Amazon,2021-02-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,35.0,125,43750.0,17500.0,0.4,Online
Amazon,2021-02-22,Southeast,Kentucky,Louisville,Men's Apparel,49.99999999999999,200,99999.99999999999,34999.99999999999,0.35,Online
Amazon,2021-02-22,Southeast,Kentucky,Louisville,Women's Apparel,40.0,300,120000.0,48000.0,0.4,Online
Amazon,2021-03-21,Southeast,Kentucky,Louisville,Men's Street Footwear,45.0,520,234000.0,93600.0,0.4,Online
Amazon,2021-03-21,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,225,101250.0,35437.5,0.35,Online
Amazon,2021-03-21,Southeast,Kentucky,Louisville,Women's Street Footwear,35.0,250,87500.0,35000.0,0.4,Online
Amazon,2021-03-21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40.0,100,40000.0,16000.0,0.4,Online
Amazon,2021-03-21,Southeast,Kentucky,Louisville,Men's Apparel,54.99999999999999,150,82499.99999999999,28874.999999999993,0.35,Online
Amazon,2021-03-21,Southeast,Kentucky,Louisville,Women's Apparel,45.0,250,112500.0,45000.0,0.4,Online
Amazon,2021-04-22,Southeast,Kentucky,Louisville,Men's Street Footwear,45.0,475,213750.0,85500.0,0.4,Online
Amazon,2021-04-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,175,78750.0,27562.5,0.35,Online
Amazon,2021-04-22,Southeast,Kentucky,Louisville,Women's Street Footwear,40.0,175,70000.0,28000.0,0.4,Online
Amazon,2021-04-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,45.0,100,45000.0,18000.0,0.4,Online
Amazon,2021-04-22,Southeast,Kentucky,Louisville,Men's Apparel,50.0,125,62500.0,21875.0,0.35,Online
Amazon,2021-04-22,Southeast,Kentucky,Louisville,Women's Apparel,40.0,250,100000.0,40000.0,0.4,Online
Amazon,2021-05-23,Southeast,Kentucky,Louisville,Men's Street Footwear,50.0,520,260000.0,104000.0,0.4,Online
Amazon,2021-05-23,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.00000000000001,225,101250.00000000001,35437.5,0.35,Online
Amazon,2021-05-23,Southeast,Kentucky,Louisville,Women's Street Footwear,40.0,200,80000.0,32000.0,0.4,Online
Amazon,2021-05-23,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40.0,125,50000.0,20000.0,0.4,Online
Amazon,2021-05-23,Southeast,Kentucky,Louisville,Men's Apparel,50.0,150,75000.0,26250.0,0.35,Online
Amazon,2021-05-23,Southeast,Kentucky,Louisville,Women's Apparel,55.00000000000001,275,151250.00000000003,60500.000000000015,0.4,Online
Amazon,2021-06-22,Southeast,Kentucky,Louisville,Men's Street Footwear,40.0,525,210000.0,84000.0,0.4,Online
Amazon,2021-06-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,35.00000000000001,275,96250.00000000001,33687.5,0.35,Online
Amazon,2021-06-22,Southeast,Kentucky,Louisville,Women's Street Footwear,30.000000000000004,225,67500.00000000001,27000.000000000007,0.4,Online
Amazon,2021-06-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,30.000000000000004,200,60000.00000000001,24000.000000000004,0.4,Online
Amazon,2021-06-22,Southeast,Kentucky,Louisville,Men's Apparel,50.0,200,100000.0,35000.0,0.35,Online
Amazon,2021-06-22,Southeast,Kentucky,Louisville,Women's Apparel,55.00000000000001,375,206250.00000000003,82500.00000000001,0.4,Online
Amazon,2021-07-21,Southeast,Kentucky,Louisville,Men's Street Footwear,50.0,600,300000.0,120000.0,0.4,Online
Amazon,2021-07-21,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.00000000000001,350,157500.00000000003,55125.00000000001,0.35,Online
Amazon,2021-07-21,Southeast,Kentucky,Louisville,Women's Street Footwear,40.0,275,110000.0,44000.0,0.4,Online
Amazon,2021-07-21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40.0,225,90000.0,36000.0,0.4,Online
Amazon,2021-07-21,Southeast,Kentucky,Louisville,Men's Apparel,50.0,250,125000.0,43750.0,0.35,Online
Amazon,2021-07-21,Southeast,Kentucky,Louisville,Women's Apparel,55.00000000000001,425,233750.00000000003,93500.00000000001,0.4,Online
Amazon,2021-08-22,Southeast,Kentucky,Louisville,Men's Street Footwear,50.0,575,287500.0,115000.0,0.4,Online
Amazon,2021-08-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.00000000000001,350,157500.00000000003,55125.00000000001,0.35,Online
Amazon,2021-08-22,Southeast,Kentucky,Louisville,Women's Street Footwear,40.0,275,110000.0,44000.0,0.4,Online
Amazon,2021-08-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40.0,250,100000.0,40000.0,0.4,Online
Amazon,2021-08-22,Southeast,Kentucky,Louisville,Men's Apparel,50.0,225,112500.0,39375.0,0.35,Online
Amazon,2021-08-22,Southeast,Kentucky,Louisville,Women's Apparel,55.00000000000001,400,220000.00000000003,88000.00000000001,0.4,Online
Amazon,2021-09-23,Southeast,Kentucky,Louisville,Men's Street Footwear,50.0,525,262500.0,105000.0,0.4,Online
Amazon,2021-09-23,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.00000000000001,325,146250.00000000003,51187.50000000001,0.35,Online
Amazon,2021-09-23,Southeast,Kentucky,Louisville,Women's Street Footwear,35.0,225,78750.0,31500.0,0.4,Online
Amazon,2021-09-23,Southeast,Kentucky,Louisville,Women's Athletic Footwear,35.0,200,70000.0,28000.0,0.4,Online
Amazon,2021-09-23,Southeast,Kentucky,Louisville,Men's Apparel,45.0,200,90000.0,31499.999999999996,0.35,Online
Amazon,2021-09-23,Southeast,Kentucky,Louisville,Women's Apparel,50.0,275,137500.0,55000.0,0.4,Online
Amazon,2021-10-22,Southeast,Kentucky,Louisville,Men's Street Footwear,54.99999999999999,450,247499.99999999997,99000.0,0.4,Online
Amazon,2021-10-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,275,123750.0,43312.5,0.35,Online
Amazon,2021-10-22,Southeast,Kentucky,Louisville,Women's Street Footwear,45.0,175,78750.0,31500.0,0.4,Online
Amazon,2021-10-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,45.0,150,67500.0,27000.0,0.4,Online
Amazon,2021-10-22,Southeast,Kentucky,Louisville,Men's Apparel,54.99999999999999,150,82499.99999999999,28874.999999999993,0.35,Online
Amazon,2021-10-22,Southeast,Kentucky,Louisville,Women's Apparel,54.99999999999999,275,151249.99999999997,60499.99999999999,0.4,Online
Amazon,2021-11-22,Southeast,Kentucky,Louisville,Men's Street Footwear,50.0,425,212500.0,85000.0,0.4,Online
Amazon,2021-11-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,40.0,275,110000.0,38500.0,0.35,Online
Amazon,2021-11-22,Southeast,Kentucky,Louisville,Women's Street Footwear,45.0,220,99000.0,39600.0,0.4,Online
Foot Locker,2021-11-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,55.00000000000001,200,110000.00000000001,44000.00000000001,0.4,Online
Foot Locker,2021-11-22,Southeast,Kentucky,Louisville,Men's Apparel,65.0,175,113750.0,39812.5,0.35,Online
Foot Locker,2021-11-22,Southeast,Kentucky,Louisville,Women's Apparel,70.0,275,192500.0,77000.0,0.4,Online
Foot Locker,2021-12-21,Southeast,Kentucky,Louisville,Men's Street Footwear,65.0,525,341250.0,136500.0,0.4,Online
Foot Locker,2021-12-21,Southeast,Kentucky,Louisville,Men's Athletic Footwear,55.00000000000001,325,178750.00000000003,62562.50000000001,0.35,Online
Foot Locker,2021-12-21,Southeast,Kentucky,Louisville,Women's Street Footwear,55.00000000000001,275,151250.00000000003,60500.000000000015,0.4,Online
Foot Locker,2021-12-21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,50.0,225,112500.0,45000.0,0.4,Online
Foot Locker,2021-12-21,Southeast,Kentucky,Louisville,Men's Apparel,60.0,225,135000.0,47250.0,0.35,Online
Foot Locker,2021-12-21,Southeast,Kentucky,Louisville,Women's Apparel,64.99999999999999,325,211249.99999999994,84499.99999999999,0.4,Online
Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Men's Street Footwear,30.000000000000004,725,217500.00000000003,87000.00000000001,0.4,Online
Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Men's Athletic Footwear,30.000000000000004,525,157500.00000000003,55125.00000000001,0.35,Online
Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Women's Street Footwear,20.000000000000007,525,105000.00000000004,42000.00000000002,0.4,Online
Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Women's Athletic Footwear,25.0,375,93750.0,37500.0,0.4,Online
Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Men's Apparel,40.0,425,170000.0,59499.99999999999,0.35,Online
Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Women's Apparel,30.000000000000004,525,157500.00000000003,78750.00000000001,0.5,Online
Foot Locker,2021-02-18,Southeast,Kentucky,Louisville,Men's Street Footwear,30.000000000000004,775,232500.00000000003,93000.00000000001,0.4,Online
Foot Locker,2021-02-18,Southeast,Kentucky,Louisville,Men's Athletic Footwear,30.000000000000004,425,127500.00000000001,44625.0,0.35,Online
Foot Locker,2021-02-18,Southeast,Kentucky,Louisville,Women's Street Footwear,20.000000000000007,475,95000.00000000003,38000.000000000015,0.4,Online
Foot Locker,2021-02-18,South,Mississippi,Jackson,Women's Athletic Footwear,25.0,325,81250.0,32500.0,0.4,Online
Foot Locker,2021-02-18,South,Mississippi,Jackson,Men's Apparel,40.0,400,160000.0,56000.0,0.35,Online
Foot Locker,2021-02-18,South,Mississippi,Jackson,Women's Apparel,25.0,500,125000.0,62500.0,0.5,Online
Foot Locker,2021-03-16,South,Mississippi,Jackson,Men's Street Footwear,25.0,720,180000.0,72000.0,0.4,Online
Foot Locker,2021-03-16,South,Mississippi,Jackson,Men's Athletic Footwear,25.0,400,100000.0,35000.0,0.35,Online
Foot Locker,2021-03-16,South,Mississippi,Jackson,Women's Street Footwear,15.000000000000002,425,63750.00000000001,25500.000000000004,0.4,Online
Foot Locker,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,19.999999999999996,275,54999.99999999999,22000.0,0.4,Online
Foot Locker,2021-03-16,South,Mississippi,Jackson,Men's Apparel,35.00000000000001,325,113750.00000000003,39812.50000000001,0.35,Online
Foot Locker,2021-03-16,South,Mississippi,Jackson,Women's Apparel,25.0,425,106250.0,53125.0,0.5,Online
Foot Locker,2021-04-17,South,Mississippi,Jackson,Men's Street Footwear,25.0,675,168750.0,67500.0,0.4,Online
Foot Locker,2021-04-17,South,Mississippi,Jackson,Men's Athletic Footwear,25.0,375,93750.0,32812.5,0.35,Online
Foot Locker,2021-04-17,South,Mississippi,Jackson,Women's Street Footwear,15.000000000000002,375,56250.00000000001,22500.000000000004,0.4,Online
Foot Locker,2021-04-17,South,Mississippi,Jackson,Women's Athletic Footwear,19.999999999999996,300,59999.99999999999,24000.0,0.4,Online
Foot Locker,2021-04-17,South,Mississippi,Jackson,Men's Apparel,40.0,325,130000.0,45500.0,0.35,Online
Foot Locker,2021-04-17,South,Mississippi,Jackson,Women's Apparel,30.000000000000004,475,142500.00000000003,71250.00000000001,0.5,Online
Foot Locker,2021-05-16,South,Mississippi,Jackson,Men's Street Footwear,40.0,745,298000.0,119200.0,0.4,Online
Foot Locker,2021-05-16,South,Mississippi,Jackson,Men's Athletic Footwear,40.0,450,180000.0,62999.99999999999,0.35,Online
Foot Locker,2021-05-16,South,Mississippi,Jackson,Women's Street Footwear,35.0,425,148750.0,59500.0,0.4,Online
Foot Locker,2021-05-16,South,Mississippi,Jackson,Women's Athletic Footwear,35.0,375,131250.0,52500.0,0.4,Online
Foot Locker,2021-05-16,South,Mississippi,Jackson,Men's Apparel,44.99999999999999,400,179999.99999999997,62999.999999999985,0.35,Online
Foot Locker,2021-05-16,South,Mississippi,Jackson,Women's Apparel,49.99999999999999,500,249999.99999999997,124999.99999999999,0.5,Online
Foot Locker,2021-06-18,South,Mississippi,Jackson,Men's Street Footwear,44.99999999999999,750,337499.99999999994,134999.99999999997,0.4,Online
Foot Locker,2021-06-18,South,Mississippi,Jackson,Men's Athletic Footwear,40.0,500,200000.0,70000.0,0.35,Online
Foot Locker,2021-06-18,South,Mississippi,Jackson,Women's Street Footwear,45.0,475,213750.0,85500.0,0.4,Online
Foot Locker,2021-06-18,South,Mississippi,Jackson,Women's Athletic Footwear,45.0,450,202500.0,81000.0,0.4,Online
Foot Locker,2021-06-18,South,Mississippi,Jackson,Men's Apparel,60.0,450,270000.0,94500.0,0.35,Online
Foot Locker,2021-06-18,South,Mississippi,Jackson,Women's Apparel,65.0,625,406250.0,203125.0,0.5,Online
Foot Locker,2021-07-16,South,Mississippi,Jackson,Men's Street Footwear,60.0,850,510000.0,204000.0,0.4,Online
Walmart,2021-07-16,South,Mississippi,Jackson,Men's Athletic Footwear,55.00000000000001,600,330000.00000000006,115500.00000000001,0.35,Online
Walmart,2021-07-16,South,Mississippi,Jackson,Women's Street Footwear,50.0,525,262500.0,105000.0,0.4,Online
Walmart,2021-07-16,South,Mississippi,Jackson,Women's Athletic Footwear,50.0,475,237500.0,95000.0,0.4,Online
Walmart,2021-07-16,South,Mississippi,Jackson,Men's Apparel,60.0,500,300000.0,105000.0,0.35,Online
Walmart,2021-07-16,South,Mississippi,Jackson,Women's Apparel,65.0,675,438750.0,219375.0,0.5,Online
Walmart,2021-08-17,South,Mississippi,Jackson,Men's Street Footwear,60.0,825,495000.0,198000.0,0.4,Online
Walmart,2021-08-17,South,Mississippi,Jackson,Men's Athletic Footwear,55.00000000000001,600,330000.00000000006,115500.00000000001,0.35,Online
Walmart,2021-08-17,South,Mississippi,Jackson,Women's Street Footwear,50.0,525,262500.0,105000.0,0.4,Online
Walmart,2021-08-17,South,Mississippi,Jackson,Women's Athletic Footwear,40.0,475,190000.0,76000.0,0.4,Online
Walmart,2021-08-17,South,Mississippi,Jackson,Men's Apparel,50.0,450,225000.0,78750.0,0.35,Online
Walmart,2021-08-17,South,Mississippi,Jackson,Women's Apparel,55.00000000000001,625,343750.00000000006,171875.00000000003,0.5,Online
Walmart,2021-09-16,South,Mississippi,Jackson,Men's Street Footwear,50.0,725,362500.0,145000.0,0.4,Online
Walmart,2021-09-16,South,Mississippi,Jackson,Men's Athletic Footwear,45.000000000000014,525,236250.0000000001,82687.50000000003,0.35,Online
Walmart,2021-09-16,South,Mississippi,Jackson,Women's Street Footwear,20.000000000000007,425,85000.00000000003,34000.000000000015,0.4,Online
Walmart,2021-09-16,South,Mississippi,Jackson,Women's Athletic Footwear,20.000000000000007,400,80000.00000000003,32000.000000000015,0.4,Online
Walmart,2021-09-16,South,Mississippi,Jackson,Men's Apparel,30.000000000000004,400,120000.00000000001,42000.0,0.35,Online
Walmart,2021-09-16,South,Mississippi,Jackson,Women's Apparel,35.00000000000001,500,175000.00000000003,87500.00000000001,0.5,Online
Walmart,2021-10-18,South,Mississippi,Jackson,Men's Street Footwear,35.00000000000001,675,236250.00000000006,94500.00000000003,0.4,Online
Walmart,2021-10-18,South,Mississippi,Jackson,Men's Athletic Footwear,25.00000000000001,500,125000.00000000006,43750.000000000015,0.35,Online
Walmart,2021-10-18,South,Mississippi,Jackson,Women's Street Footwear,25.00000000000001,375,93750.00000000004,37500.00000000002,0.4,Online
Walmart,2021-10-18,South,Mississippi,Jackson,Women's Athletic Footwear,25.00000000000001,350,87500.00000000004,35000.00000000002,0.4,Online
Walmart,2021-10-18,South,Mississippi,Jackson,Men's Apparel,35.00000000000001,350,122500.00000000003,42875.00000000001,0.35,Online
Sports Direct,2021-10-18,South,Mississippi,Jackson,Women's Apparel,35.0,475,166250.0,83125.0,0.5,Online
Sports Direct,2021-11-17,South,Mississippi,Jackson,Men's Street Footwear,30.00000000000001,625,187500.00000000006,75000.00000000003,0.4,Online
Sports Direct,2021-11-17,South,Mississippi,Jackson,Men's Athletic Footwear,20.00000000000001,450,90000.00000000004,31500.000000000015,0.35,Online
Sports Direct,2021-11-17,South,Mississippi,Jackson,Women's Street Footwear,30.000000000000014,395,118500.00000000006,47400.00000000003,0.4,Online
Sports Direct,2021-11-17,South,Mississippi,Jackson,Women's Athletic Footwear,60.00000000000002,450,270000.0000000001,108000.00000000006,0.4,Online
Sports Direct,2021-11-17,South,Mississippi,Jackson,Men's Apparel,75.00000000000001,425,318750.00000000006,111562.50000000001,0.35,Online
Sports Direct,2021-11-17,South,Mississippi,Jackson,Women's Apparel,75.0,525,393750.0,196875.0,0.5,Online
Sports Direct,2021-12-16,South,Mississippi,Jackson,Men's Street Footwear,70.0,775,542500.0,217000.0,0.4,Online
Sports Direct,2021-12-16,South,Mississippi,Jackson,Men's Athletic Footwear,60.00000000000001,575,345000.00000000006,120750.00000000001,0.35,Online
Sports Direct,2021-12-16,South,Mississippi,Jackson,Women's Street Footwear,60.00000000000001,525,315000.00000000006,126000.00000000003,0.4,Online
Sports Direct,2021-12-16,South,Mississippi,Jackson,Women's Athletic Footwear,60.00000000000001,475,285000.00000000006,114000.00000000003,0.4,Online
Sports Direct,2021-12-16,South,Mississippi,Jackson,Men's Apparel,70.0,475,332500.0,116374.99999999999,0.35,Online
Sports Direct,2021-12-16,South,Mississippi,Jackson,Women's Apparel,75.0,575,431250.0,215625.0,0.5,Online
Sports Direct,2021-01-23,South,Mississippi,Jackson,Men's Street Footwear,25.000000000000007,650,162500.00000000006,65000.00000000003,0.4,Online
Sports Direct,2021-01-23,South,Mississippi,Jackson,Men's Athletic Footwear,25.000000000000007,450,112500.00000000003,39375.00000000001,0.35,Online
Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Street Footwear,15.000000000000007,450,67500.00000000003,27000.000000000015,0.4,Online
Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,300,60000.0,24000.0,0.4,Online
Sports Direct,2021-01-23,South,Mississippi,Jackson,Men's Apparel,35.0,350,122500.0,42875.0,0.35,Online
Sports Direct,2021-01-23,South,Mississippi,Jackson,Women's Apparel,25.000000000000007,450,112500.00000000003,45000.000000000015,0.4,Online
Sports Direct,2021-02-21,South,Mississippi,Jackson,Men's Street Footwear,25.000000000000007,700,175000.00000000006,70000.00000000003,0.4,Online
Sports Direct,2021-02-21,South,Mississippi,Jackson,Men's Athletic Footwear,25.000000000000007,350,87500.00000000003,30625.000000000007,0.35,Online
Sports Direct,2021-02-21,South,Mississippi,Jackson,Women's Street Footwear,15.000000000000007,400,60000.00000000003,24000.000000000015,0.4,Online
Walmart,2021-02-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20.0,250,50000.0,20000.0,0.4,Online
Walmart,2021-02-21,South,Arkansas,Little Rock,Men's Apparel,35.0,325,113750.0,39812.5,0.35,Online
Walmart,2021-02-21,South,Arkansas,Little Rock,Women's Apparel,20.0,425,85000.0,34000.0,0.4,Online
Walmart,2021-03-19,South,Arkansas,Little Rock,Men's Street Footwear,20.0,645,129000.0,51600.0,0.4,Online
Walmart,2021-03-19,South,Arkansas,Little Rock,Men's Athletic Footwear,20.0,325,65000.0,22750.0,0.35,Online
Walmart,2021-03-19,South,Arkansas,Little Rock,Women's Street Footwear,10.000000000000002,350,35000.00000000001,14000.000000000004,0.4,Online
Walmart,2021-03-19,South,Arkansas,Little Rock,Women's Athletic Footwear,19.999999999999996,200,39999.99999999999,15999.999999999998,0.4,Online
Walmart,2021-03-19,South,Arkansas,Little Rock,Men's Apparel,35.00000000000001,250,87500.00000000001,30625.000000000004,0.35,Online
Walmart,2021-03-19,South,Arkansas,Little Rock,Women's Apparel,25.0,350,87500.0,35000.0,0.4,Online
Walmart,2021-04-20,South,Arkansas,Little Rock,Men's Street Footwear,25.0,600,150000.0,60000.0,0.4,Online
Walmart,2021-04-20,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,300,75000.0,26250.0,0.35,Online
Walmart,2021-04-20,South,Arkansas,Little Rock,Women's Street Footwear,15.000000000000002,300,45000.00000000001,18000.000000000004,0.4,Online
Walmart,2021-04-20,South,Arkansas,Little Rock,Women's Athletic Footwear,19.999999999999996,225,44999.99999999999,17999.999999999996,0.4,Online
Walmart,2021-04-20,South,Arkansas,Little Rock,Men's Apparel,40.0,250,100000.0,35000.0,0.35,Online
Walmart,2021-04-20,South,Arkansas,Little Rock,Women's Apparel,30.000000000000004,400,120000.00000000001,48000.00000000001,0.4,Online
Walmart,2021-05-19,South,Arkansas,Little Rock,Men's Street Footwear,40.0,670,268000.0,107200.0,0.4,Online
Walmart,2021-05-19,South,Arkansas,Little Rock,Men's Athletic Footwear,40.0,375,150000.0,52500.0,0.35,Online
Walmart,2021-05-19,South,Arkansas,Little Rock,Women's Street Footwear,35.0,350,122500.0,49000.0,0.4,Online
Walmart,2021-05-19,South,Arkansas,Little Rock,Women's Athletic Footwear,35.0,300,105000.0,42000.0,0.4,Online
Walmart,2021-05-19,South,Arkansas,Little Rock,Men's Apparel,44.99999999999999,325,146249.99999999997,51187.499999999985,0.35,Online
Walmart,2021-05-19,South,Arkansas,Little Rock,Women's Apparel,44.99999999999999,425,191249.99999999997,76499.99999999999,0.4,Online
Walmart,2021-06-21,South,Arkansas,Little Rock,Men's Street Footwear,40.0,675,270000.0,108000.0,0.4,Online
Walmart,2021-06-21,South,Arkansas,Little Rock,Men's Athletic Footwear,35.0,425,148750.0,52062.5,0.35,Online
Walmart,2021-06-21,South,Arkansas,Little Rock,Women's Street Footwear,40.0,400,160000.0,64000.0,0.4,Online
Walmart,2021-06-21,South,Arkansas,Little Rock,Women's Athletic Footwear,40.0,375,150000.0,60000.0,0.4,Online
Walmart,2021-06-21,South,Arkansas,Little Rock,Men's Apparel,54.99999999999999,375,206249.99999999997,72187.49999999999,0.35,Online
Walmart,2021-06-21,South,Arkansas,Little Rock,Women's Apparel,60.0,550,330000.0,132000.0,0.4,Online
Walmart,2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,54.99999999999999,775,426249.99999999994,170500.0,0.4,Online
Walmart,2021-07-19,South,Arkansas,Little Rock,Men's Athletic Footwear,50.0,525,262500.0,91875.0,0.35,Online
Walmart,2021-07-19,South,Arkansas,Little Rock,Women's Street Footwear,45.0,450,202500.0,81000.0,0.4,Online
Walmart,2021-07-19,South,Arkansas,Little Rock,Women's Athletic Footwear,45.0,400,180000.0,72000.0,0.4,Online
Walmart,2021-07-19,South,Arkansas,Little Rock,Men's Apparel,60.0,425,255000.0,89250.0,0.35,Online
Walmart,2021-07-19,South,Arkansas,Little Rock,Women's Apparel,65.0,600,390000.0,156000.0,0.4,Online
Walmart,2021-08-20,South,Arkansas,Little Rock,Men's Street Footwear,60.0,750,450000.0,180000.0,0.4,Online
